literature_id,reaction_id,conversion_rate,conversion_rate_unit,conversion_rate_error,product_yield,product_yield_unit,product_yield_error,regioselectivity,stereoselectivity,enantiomeric_excess,enantiomeric_excess_unit
PMID32060694,reaction_16,,,,,,,,,,
PMID32060694,reaction_17,,,,,,,,,,
PMID32060694,reaction_18,,,,,,,,,,
PMID32061966,reaction_1,,,,20.3,mg/L,,,,,
PMID32067260,reaction_1,,,,,,,,,,
PMID32067260,reaction_2,,,,,,,,,,
PMID32073825,reaction_1,,,,88.0,%,,,,,
PMID32073825,reaction_2,,,,,,,,,,
PMID32073825,reaction_3,,,,,,,,,,
PMID32073825,reaction_4,,,,,,,,,,
PMID32073825,reaction_5,,,,,,,,,,
PMID32073825,reaction_6,,,,,,,,,,
PMID32073825,reaction_7,,,,,,,,,,
PMID32073825,reaction_8,,,,,,,,,,
PMID32073825,reaction_9,,,,,,,,,,
PMID32074393,reaction_1_SfaA,,,,,,,,,,
PMID32074393,reaction_2_ScoE,,,,,,,,,,
PMID32074393,reaction_3_Sav607,,,,,,,,,,
PMID32080177,reaction_1,,,,,,,Transfers a fucose moiety to the C6 hydroxyl group of the innermost N-acetylglucosamine (GlcNAc) residue of the N-glycan core.,"Forms an α-anomeric linkage from a β-anomeric donor (GDP-β-L-fucose), consistent with an inverting SN2 mechanism.",,
PMID32082134,reaction_1,,,,,,,Phosphorylation occurs at Tyr18.,,,
PMID32082134,reaction_2,,,,,,,Phosphorylation occurs at Ser214.,,,
PMID32085442,reaction_1,,,,,,,,,,
PMID32085896,reaction_1,,,,,,,Preferentially cleaves at the consensus 5'-TTC-3' sequence in a Holliday junction. This substrate was efficiently cleaved at both high (1000 nM) and low (125 nM) enzyme concentrations.,,,
PMID32085896,reaction_2,,,,,,,Cleavage at the 5'-TTG-3' sequence in a Holliday junction. This substrate was efficiently cleaved at high enzyme concentration (1000 nM) but not at low concentration (125 nM).,,,
PMID32085896,reaction_3,,,,,,,Cleavage at the 5'-GTC-3' sequence in a Holliday junction. This substrate was efficiently cleaved at high enzyme concentration (1000 nM) but not at low concentration (125 nM).,,,
PMID32085896,reaction_4,,,,,,,Cleavage at the 5'-TTA-3' sequence in a Holliday junction. Weak activity was observed only at high enzyme concentration (1000 nM).,,,
PMID32085896,reaction_5,,,,,,,Cleavage at the 5'-TAC-3' sequence in a Holliday junction. Weak activity was observed only at high enzyme concentration (1000 nM).,,,
PMID32085896,reaction_6,,,,,,,Cleavage at the 5'-ATC-3' sequence in a Holliday junction. Weak activity was observed only at high enzyme concentration (1000 nM).,,,
PMID32086045,reaction_1,,,,,,,,,,
PMID32086051,reaction_1,,,,,,,,,,
PMID32086387,reaction_1,,,,,,,,,,
PMID32087552,reaction_1,,,,,,,,,,
PMID32087552,reaction_2,,,,,,,,,,
PMID32087552,reaction_3,,,,,,,,,,
PMID32087552,reaction_4,,,,,,,,,,
PMID32090335,reaction_1,90.0,%,,,,,,,,
PMID32092071,reaction_1,,,,,,,,,,
PMID32092071,reaction_2,,,,,,,,,,
PMID32094184,reaction_1,,,,,,,,,,
PMID32094184,reaction_2,,,,,,,,,,
PMID32094184,reaction_3,,,,,,,,,,
PMID32094331,reaction_1,,,,,,,,,,
PMID32098824,reaction_1,,,,250.0,µM,,,,,
PMID32098824,reaction_2,,,,205.0,µM,,,,,
PMID32098824,reaction_3,100.0,%,,,,,,,,
PMID32099742,reaction_1,,,,91.1,%,,,,99.0,%
PMID32099742,reaction_2,,,,,,,,,,
PMID32099742,reaction_3,,,,,,,,,,
PMID32099742,reaction_4,,,,,,,,,,
PMID32099742,reaction_5,,,,,,,,,,
PMID32099742,reaction_6,,,,,,,,,,
PMID32099742,reaction_7,,,,,,,,,,
PMID32099742,reaction_8,,,,,,,,,,
PMID32099742,reaction_9,,,,,,,,,,
PMID32101345,reaction_1,,,,88.5,%,,,,,
PMID32101345,reaction_2,,,,,,,,,,
PMID32101363,reaction_1,,,,,,,,,,
PMID32101363,reaction_2,,,,,,,,,,
PMID32101363,reaction_3,,,,,,,,,,
PMID32101363,reaction_4,,,,,,,,,,
PMID32101363,reaction_5,,,,,,,,,,
PMID32102842,reaction_1,,,,,,,,,,
PMID32102842,reaction_2,,,,,,,,,,
PMID32103318,reaction_1,,,,,,,,,,
PMID32103318,reaction_2,,,,,,,,,,
PMID32103318,reaction_3,,,,,,,,,,
PMID32105687,reaction_1,,,,,,,,,,
PMID32105687,reaction_2,,,,,,,,,,
PMID32105687,reaction_3,,,,,,,,,,
PMID32105687,reaction_4,,,,,,,,,,
PMID32107984,reaction_1,,,,,,,,,,
PMID32111831,reaction_1,,,,,,,,,,
PMID32111831,reaction_2,,,,,,,"MS/MS spectra confirmed myristoylation occurred on the N-terminal Glycine, not the internal Lysine.",,,
PMID32111831,reaction_3,,,,,,,,,,
PMID32111831,reaction_4,,,,,,,N-terminal acetylation of the peptide substrate directs myristoylation to the ε-amino group of the Lysine at position 2.,,,
PMID32111831,reaction_5,,,,,,,N-terminal acetylation and removal of Gly directs myristoylation to the ε-amino group of the N-terminal Lysine.,,,
PMID32111831,reaction_6,,,,,,,N-terminal acetylation of the peptide substrate directs myristoylation to the ε-amino group of the Lysine at position 2.,,,
PMID32112503,reaction_1,,,,,,,,,,
PMID32112503,reaction_2,,,,,,,,,,
PMID32113843,reaction_1,,,,,,,,,,
PMID32114761,reaction_1,,,,,,,,,,
PMID32114761,reaction_2,,,,,,,,,,
PMID32114761,reaction_3,,,,,,,,,,
PMID32114761,reaction_4,,,,,,,,,,
PMID32114761,reaction_5,,,,,,,,,,
PMID32114761,reaction_6,,,,,,,,,,
PMID32114761,reaction_7,,,,,,,,,,
PMID32114761,reaction_8,,,,,,,,,,
PMID32114761,reaction_9,,,,,,,,,,
PMID32114761,reaction_10,,,,,,,,,,
PMID32114761,reaction_11,,,,,,,,,,
PMID32114761,reaction_12,,,,,,,,,,
PMID32114907,reaction_1,,,,,,,,,,
PMID32114907,reaction_2,,,,,,,,,,
PMID32114907,reaction_3,,,,,,,,,,
PMID32114907,reaction_4,,,,,,,,,,
PMID32114907,reaction_5,,,,,,,,,,
PMID32114907,reaction_6,,,,,,,,,,
PMID32114907,reaction_7,,,,,,,,,,
PMID32114907,reaction_8,,,,,,,,,,
PMID32115644,reaction_1,,,,,,,Assayed for 25-hydroxylation activity.,,,
PMID32115688,reaction_1,,,,,,,,,,
PMID32117938,reaction_1,100.0,%,,1.0,mM,,,,,
PMID32117938,reaction_2,,,,1325.1,µM,,,,,
PMID32117938,reaction_3,100.0,%,,1529.5,µM,,,,,
PMID32117938,reaction_4,,,,126.5,µM,,,,,
PMID32117938,reaction_5,,,,125.8,µM,,,,,
PMID32117944,reaction_1,,,,,,,,,,
PMID32117944,reaction_2,,,,,,,,,,
PMID32117944,reaction_3,,,,,,,,,,
PMID32117944,reaction_4,,,,,,,,,,
PMID32120232,reaction_1,,,,,,,,,,
PMID32123662,reaction_1,,,,,,,,,,
PMID32125480,reaction_1,,,,,,,Prenylation occurs at the C-3 position of menadione hydroquinol to produce MK1 (Menaquinone-1).,,,
PMID32125648,reaction_1,100.0,%,,,,,,,,
PMID32125648,reaction_2,100.0,%,,94.0,%,,,,,
PMID32130469,reaction_1,,,,,,,,,,
PMID32130469,reaction_2,40.2,%,,,,,,,,
PMID32131594,reaction_1,,,,,,,,,,
PMID32131594,reaction_2,,,,,,,,,,
PMID32131594,reaction_3,,,,,,,,,,
PMID32131594,reaction_4,,,,,,,,,,
PMID32133382,reaction_1,,,,,,,,,,
PMID32133382,reaction_2,50.0,%,,,,,,,,
PMID32133382,reaction_3,,,,,,,,,,
PMID32140842,reaction_1,,,,,,,,,,
PMID32140842,reaction_2,,,,,,,,,,
PMID32140842,reaction_3,,,,,,,,,,
PMID32140842,reaction_4,,,,,,,,,,
PMID32140842,reaction_5,,,,,,,,,,
PMID32140842,reaction_6,,,,,,,,,,
PMID32140842,reaction_7,,,,,,,,,,
PMID32141742,reaction_1,,,,,,,,,,
PMID32141742,reaction_2,,,,,,,"In transgenic tobacco, the enzyme activity resulted in an approximately 8-fold increase in epicatechin and a 3-fold increase in catechin, showing a preference for epicatechin production in this host system.",,,
PMID32144268,reaction_1,,,,,,,,,,
PMID32145238,reaction_1,,,,,,,,,,
PMID32145238,reaction_2,,,,,,,,,,
PMID32146179,reaction_1,35.0,%,,,,,,,,
PMID32146811,crude_1,,,,,,,,,,
PMID32146811,crude_2,,,,,,,,,,
PMID32146811,crude_3,,,,,,,,,,
PMID32146811,crude_4,,,,,,,,,,
PMID32146811,crude_5,,,,,,,,,,
PMID32146811,crude_6,,,,,,,,,,
PMID32146811,crude_7,,,,,,,,,,
PMID32146811,crude_8,,,,,,,,,,
PMID32146811,crude_9,,,,,,,,,,
PMID32146811,crude_10,,,,,,,,,,
PMID32146811,crude_11,,,,,,,,,,
PMID32146811,crude_12,,,,,,,,,,
PMID32146811,crude_13,,,,,,,,,,
PMID32146811,crude_14,,,,,,,,,,
PMID32146811,crude_15,,,,,,,,,,
PMID32146811,crude_16,,,,,,,,,,
PMID32146811,crude_17,,,,,,,,,,
PMID32146811,crude_18,,,,,,,,,,
PMID32146811,crude_19,,,,,,,,,,
PMID32146811,crude_20,,,,,,,,,,
PMID32146811,crude_21,,,,,,,,,,
PMID32146811,crude_22,,,,,,,,,,
PMID32146811,crude_23,,,,,,,,,,
PMID32146811,crude_24,,,,,,,,,,
PMID32146811,crude_25,,,,,,,,,,
PMID32146811,crude_26,,,,,,,,,,
PMID32146811,crude_27,,,,,,,,,,
PMID32146811,crude_28,,,,,,,,,,
PMID32146811,crude_29,,,,,,,,,,
PMID32146811,crude_30,,,,,,,,,,
PMID32146811,crude_31,,,,,,,,,,
PMID32146811,crude_32,,,,,,,,,,
PMID32146811,bddet2_1,,,,,,,,,,
PMID32146811,bddet2_2,,,,,,,,,,
PMID32146811,bdcyp90b1_1,,,,,,,,,,
PMID32146811,bdcyp90b1_2,,,,,,,,,,
PMID32146811,bdcyp90a1_1,,,,,,,,,,
PMID32146811,bdcyp90a1_2,,,,,,,,,,
PMID32146811,bdcyp90a1_3,,,,,,,,,,
PMID32146811,bdcyp90d2_1,,,,,,,,,,
PMID32146811,bdcyp90d2_2,,,,,,,,,,
PMID32146811,bdcyp90d2_3,,,,,,,,,,
PMID32146811,bdcyp85a1_ecoli_1,,,,,,,,,,
PMID32146811,bdcyp85a1_ecoli_2,,,,,,,,,,
PMID32146811,bdcyp85a1_ecoli_3,,,,,,,,,,
PMID32146811,bdcyp85a1_ecoli_4,,,,,,,,,,
PMID32146811,bdcyp85a1_yeast_1,,,,,,,,,,
PMID32146811,bdcyp85a1_yeast_2,,,,,,,,,,
PMID32146930,reaction_1,65.0,%,,,,,Produces luteolin-4'-O-α-D-glucopyranoside (L-4’αG).,,,
PMID32146930,reaction_2,55.0,%,,,,,Produces luteolin-4'-O-α-D-glucopyranoside (L-4’αG).,,,
PMID32146930,reaction_3,,,,,,,,,,
PMID32146930,reaction_4,,,,,,,,,,
PMID32149287,reaction_1,,,,,,,,,,
PMID32149287,reaction_2,,,,,,,,,,
PMID32149287,reaction_3,,,,,,,,,,
PMID32152525,reaction_1,,,,,,,,,,
PMID32153057,reaction_1,,,,,,,,,,
PMID32153807,reaction_1,,,,,,,,,,
PMID32153807,reaction_2,,,,,,,,,,
PMID32154242,reaction_1,,,,,,,,,,
PMID32154242,reaction_2,,,,,,,,,,
PMID32154242,reaction_3,,,,,,,,,,
PMID32154242,reaction_4,,,,,,,,,,
PMID32154242,reaction_5,,,,,,,,,,
PMID32154242,reaction_6,,,,0.412,g/g,,,,,
PMID32154242,reaction_7,,,,0.435,g/g,± 0.023,,,,
PMID32155529,reaction_1_in_vitro,,,,,,,,,,
PMID32155529,reaction_2_in_cellulo,,,,,,,,,,
PMID32156771,reaction_1,,,,,,,,,,
PMID32156771,reaction_2,,,,,,,,,,
PMID32156771,reaction_3,,,,,,,,,,
PMID32156771,reaction_4,,,,,,,,,,
PMID32156808,reaction_1,,,,,,,,,,
PMID32156808,reaction_2,,,,,,,,,,
PMID32156808,reaction_3,,,,,,,,,,
PMID32156808,reaction_4,,,,,,,,,,
PMID32156808,reaction_5,,,,,,,,,,
PMID32156808,reaction_6,,,,,,,,,,
PMID32156808,reaction_7,,,,,,,,,,
PMID32156808,reaction_8,,,,,,,,,,
PMID32156808,reaction_9,,,,,,,,,,
PMID32156808,reaction_10,,,,,,,,,,
PMID32156808,reaction_11,,,,,,,,,,
PMID32156808,reaction_12,,,,,,,,,,
PMID32156808,reaction_13,,,,,,,,,,
PMID32156808,reaction_14,,,,,,,,,,
PMID32158501,reaction_1,,,,,,,,,,
PMID32158501,reaction_2,,,,,,,,,,
PMID32158501,reaction_3,,,,,,,,,,
PMID32158501,reaction_4,20.0,%,,,,,,,,
PMID32158501,reaction_5,,,,,,,"Exclusive C4 oxidation. C4-oxidized products (gemdiols) were detected by MALDI-MS, while C1-oxidized products (aldonic acids) were not detected.",,,
PMID32159929,reaction_1_cyt_bo3,,,,,,,,,,
PMID32159929,reaction_2_cyt_bdI,,,,,,,,,,
PMID32160528,reaction_1,,,,,,,,,,
PMID32160528,reaction_2,,,,,,,,,,
PMID32162142,reaction_1,,,,,,,,,,
PMID32168758,reaction_1,,,,,,,,,,
PMID32168758,reaction_2,,,,,,,,,,
PMID32168758,reaction_3,,,,,,,,,,
PMID32168758,reaction_4,,,,,,,,,,
PMID32168758,reaction_5,,,,,,,,,,
PMID32169960,reaction_1,,,,,,,,,,
PMID32169960,reaction_2,,,,,,,,,,
PMID32169960,reaction_3,,,,,,,,,,
PMID32169960,reaction_4,,,,,,,,,,
PMID32169960,reaction_5,,,,,,,,,,
PMID32169960,reaction_6,,,,,,,,,,
PMID32170014,reaction_1,,,,,,,,,,
PMID32171154,reaction_1,,,,,,,,,,
PMID32171656,reaction_1,,,,,,,,,,
PMID32171656,reaction_2,,,,,,,,,,
PMID32171656,reaction_3,,,,,,,,,,
PMID32171790,reaction_1,,,,,,,,,,
PMID32171790,reaction_2,,,,18.7,wt%,± 1.1,,"Produced poly(3-hydroxybutyrate) (P(3HB)) homopolymer (100 mol%), indicating specificity for the C4 monomer.",,
PMID32171790,reaction_3,,,,5.8,wt%,± 0.3,,"Produced poly(3-hydroxybutyrate) (P(3HB)) homopolymer (100 mol%), indicating specificity for the C4 monomer.",,
PMID32171790,reaction_4,,,,0.0,wt%,,,,,
PMID32171906,reaction_1,,,,,,,,,,
PMID32171906,reaction_2,,,,,,,,,,
PMID32171906,reaction_3,,,,,,,,,,
PMID32171906,reaction_4,,,,,,,,,,
PMID32171906,reaction_5,,,,,,,,,,
PMID32171906,reaction_6,,,,,,,,,,
PMID32171906,reaction_7,,,,,,,,,,
PMID32172349,reaction_1,77.0,%,± 1,510.0,mmol/L,± 19,,,,
PMID32175634,reaction_1,,,,,,,,,,
PMID32175634,reaction_2,,,,,,,,,,
PMID32175634,reaction_3,,,,1.47,mM/OD600,,,,,
PMID32178258,reaction_1,,,,,,,,,,
PMID32178258,reaction_2,,,,,,,,,,
PMID32178974,reaction_1,,,,,,,,,,
PMID32180104,reaction_1,,,,,,,,,,
PMID32180104,reaction_2,,,,,,,,,,
PMID32180104,reaction_3,,,,,,,,,,
PMID32180104,reaction_4,,,,,,,,,,
PMID32180104,reaction_5,,,,,,,,,,
PMID32180104,reaction_6,,,,,,,,,,
PMID32180104,reaction_7,,,,,,,,,,
PMID32180316,reaction_1,,,,,,,,,,
PMID32180316,reaction_2,,,,,,,,,,
PMID32180325,reaction_1,,,,,,,,,,
PMID32180325,reaction_2,,,,,,,,,,
PMID32181246,reaction_1,,,,39.8,%,,,,,
PMID32181246,reaction_2,,,,42.4,%,,,,,
PMID32182320,reaction_1,,,,,,,,,,
PMID32182513,reaction_1,,,,,,,,,,
PMID32182513,reaction_2,,,,,,,,,,
PMID32182513,reaction_3,,,,,,,,,,
PMID32182513,reaction_4,,,,,,,,,,
PMID32182513,reaction_5,,,,,,,,,,
PMID32182513,reaction_6,,,,,,,,,,
PMID32182756,reaction_1,,,,,,,,,,
PMID32184398,reaction_1,,,,,,,Cleavage occurs between two consecutive cytosine residues (5′-C↓C-3′) at the core of the Holliday Junction.,,,
PMID32184398,reaction_2,,,,,,,Symmetrical cuttings at the crossover in the sequence 5′-C↓G-3′.,,,
PMID32184398,reaction_3,,,,,,,Symmetrical cuttings at the crossover in the sequence 5′-C↓A-3′.,,,
PMID32184968,reaction_1,,,,,,,,,,
PMID32184968,reaction_2,,,,,,,,,,
PMID32188856,reaction_1,,,,,,,,,,
PMID32188856,reaction_2,,,,,,,,,,
PMID32190117,reaction_1,46.5,%,,,,,,,,
PMID32190117,reaction_2,93.6,%,,,,,,,,
PMID32190117,reaction_3,95.3,%,,,,,,,,
PMID32190117,reaction_4,96.7,%,,,,,,,,
PMID32190117,reaction_5,86.2,%,,,,,,,,
PMID32190117,reaction_6,67.8,%,,,,,,,,
PMID32190117,reaction_7,7.3,%,,,,,,,,
PMID32190117,reaction_8,92.3,%,,,,,,,,
PMID32190117,reaction_9,58.6,%,,,,,,,,
PMID32190117,reaction_10,39.6,%,,,,,,,,
PMID32190117,reaction_11,49.1,%,,,,,,,,
PMID32190117,reaction_12,58.1,%,,,,,,,,
PMID32190117,reaction_13,44.9,%,,,,,,,,
PMID32190117,reaction_14,3.8,%,,,,,,,,
PMID32190117,reaction_15,61.5,%,,,,,,,,
PMID32190117,reaction_16,10.6,%,,,,,,,,
PMID32190117,reaction_17,68.5,%,,0.53,g/L,,,,,
PMID32190117,reaction_18,51.4,%,,,,,,,,
PMID32190117,reaction_19,37.2,%,,,,,,,,
PMID32190117,reaction_20,40.1,%,,,,,,,,
PMID32190117,reaction_21,48.7,%,,,,,,,,
PMID32190117,reaction_22,66.8,%,,,,,,,,
PMID32190117,reaction_23,48.8,%,,,,,,,,
PMID32190117,reaction_24,36.3,%,,,,,,,,
PMID32190117,reaction_25,36.2,%,,,,,,,,
PMID32190117,reaction_26,48.2,%,,,,,,,,
PMID32192841,reaction_1,,,,,,,,,,
PMID32192841,reaction_2,,,,,,,,,,
PMID32192841,reaction_3,,,,,,,,,,
PMID32192841,reaction_4,,,,,,,,,,
PMID32196091,reaction_1,,,,,,,,,,
PMID32196091,reaction_2,,,,,,,,,,
PMID32196091,reaction_3,,,,,,,,,,
PMID32196942,reaction_1,,,,,,,,,,
PMID32196942,reaction_2,,,,,,,,,,
PMID32196942,reaction_3,,,,,,,,,,
PMID32198047,reaction_1,,,,,,,,,,
PMID32198047,reaction_2,,,,,,,,,,
PMID32198779,reaction_1,,,,,,,,,,
PMID32198779,reaction_2,,,,,,,,,,
PMID32200327,reaction_1,,,,,,,,,,
PMID32201979,reaction_1,,,,,,,,,,
PMID32201979,reaction_2,,,,,,,,,,
PMID32201979,reaction_3,,,,,,,,,,
PMID32201979,reaction_4,,,,,,,,,,
PMID32201979,reaction_5,,,,,,,,,,
PMID32201979,reaction_6,,,,,,,,,,
PMID32201979,reaction_7,,,,,,,,,,
PMID32201979,reaction_8,,,,,,,,,,
PMID32201979,reaction_9,,,,,,,,,,
PMID32201979,reaction_10,,,,,,,,,,
PMID32201979,reaction_11,,,,,,,,,,
PMID32201979,reaction_12,,,,,,,,,,
PMID32203655,reaction_1,,,,67.0,%,,,,96.0,%
PMID32203655,reaction_2,,,,,,,,,,
PMID32203655,reaction_3,,,,65.0,%,,,,99.0,%
PMID32203655,reaction_4,,,,91.0,%,,,,99.0,%
PMID32203655,reaction_5,,,,88.0,%,,,,99.0,%
PMID32203655,reaction_6,,,,77.0,%,,,Absolute configuration not assigned.,97.0,%
PMID32203655,reaction_7,,,,77.0,%,,,Absolute configuration not assigned.,9.0,%
PMID32203655,reaction_8,,,,76.0,%,,,Absolute configuration not assigned.,99.0,%
PMID32203655,reaction_9,,,,75.0,%,,,Absolute configuration not assigned.,96.0,%
PMID32203655,reaction_10,,,,62.0,%,,,Absolute configuration not assigned.,97.0,%
PMID32203655,reaction_11,,,,78.0,%,,,Absolute configuration not assigned.,97.0,%
PMID32203655,reaction_12,,,,86.0,%,,,Absolute configuration not assigned.,12.0,%
PMID32203655,reaction_13,,,,66.0,%,,,,50.0,%
